################################################################################
# Energy contributions calculated from NNP.
################################################################################
# Col  Name      Description
################################################################################
# 1    conf      Configuration index (starting with 1).
# 2    index     Atom index (starting with 1).
# 3    Z         Nuclear charge of atom.
# 4    Qref      Reference atomic charge.
# 5    Qnnp      NNP atomic charge.
# 6    Eref_atom Reference atomic energy contribution.
# 7    Ennp_atom Atomic energy contribution (physical units, no mean or offset energy added).
#############################################################################################################################
#        1          2   3                        4                        5                        6                        7
#     conf      index   Z                     Qref                     Qnnp                Eref_atom                Ennp_atom
#############################################################################################################################
         1        236   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6552015144257838E-01
         1        237   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7372832972418806E-01
         1        238   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7386985969568558E-01
         1        239   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6536838281865480E-01
         1        240   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7390680050023360E-01
         1        241   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7400503676027415E-01
         1        242   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6563361082940882E-01
         1        243   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7370043475938446E-01
         1        244   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7393932215505822E-01
         1        245   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7390046609208229E-01
         1        246   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6536603649686505E-01
         1        247   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7389359507897847E-01
         1        248   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7393346022865033E-01
         1        249   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6526233462625080E-01
         1        250   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7394123152896818E-01
         1        251   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7374574962895104E-01
         1        252   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6525585976570119E-01
         1        253   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7382450875789088E-01
         1        254   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6565144710250691E-01
         1        255   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7378711024891172E-01
         1        256   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7386038186563280E-01
         1        257   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7385957971654417E-01
         1        258   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6538011482615812E-01
         1        259   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7395611576187331E-01
         1        260   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6552649915165553E-01
         1        261   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7384489880816684E-01
         1        262   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6520001392935242E-01
         1        263   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7409634971544771E-01
         1        264   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6575774674866290E-01
         1        265   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7367314644386156E-01
         1        266   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6554971912244688E-01
         1        267   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7375425865102601E-01
         1        268   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7394913846192042E-01
         1        269   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7410121773325721E-01
         1        270   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6515093345055627E-01
         1        271   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6539942079748344E-01
         1        272   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7378377351441421E-01
         1        273   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6544283683074336E-01
         1        274   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7381410261787869E-01
         1        275   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7406695443515582E-01
         1        276   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6562797948648279E-01
         1        277   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7396865154208099E-01
         1        278   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7373688383442976E-01
         1        279   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7388057162075199E-01
         1        280   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6554759738100917E-01
         1        281   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6568087693815987E-01
         1        282   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7372783531251995E-01
         1        283   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7389282113852503E-01
         1        284   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6541763567418117E-01
         1        285   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7386756248562771E-01
         1        286   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7385136955670238E-01
         1        287   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6545205267128117E-01
         1        288   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7393216857659152E-01
         1        289   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6562055554371398E-01
         1        290   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7366809998991831E-01
         1        291   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7390243181775600E-01
         1        292   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6527334055198962E-01
         1        293   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7394367048455334E-01
         1        294   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7387712521713830E-01
         1        295   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6543598181565617E-01
         1        296   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7396563751286409E-01
         1        297   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6544824910935569E-01
         1        298   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7386016314671465E-01
         1        299   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7395463801316116E-01
         1        300   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6559734251442033E-01
         1        301   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7373348738636818E-01
         1        302   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7386335610172926E-01
         1        303   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7392615613174220E-01
         1        304   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7391880264398768E-01
         1        305   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6526343312147247E-01
         1        306   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7413751028097790E-01
         1        307   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7382170528956986E-01
         1        308   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6533941536045683E-01
         1        309   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7391963839167801E-01
         1        310   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7396765601532116E-01
         1        311   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7385582494584764E-01
         1        312   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6515971421116900E-01
         1        313   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7393621789171873E-01
         1        314   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6541843316722838E-01
         1        315   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7391120332932491E-01
         1        316   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7386326173456859E-01
         1        317   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6518488420200546E-01
         1        318   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7392093289371025E-01
         1        319   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7411345433298642E-01
         1        320   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6565988234875713E-01
         1        321   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7390448736440989E-01
         1        322   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7370327457667847E-01
         1        323   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6547944703691720E-01
         1        324   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7383761326844241E-01
         1        325   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7393373552750796E-01
         1        326   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6561056998182567E-01
         1        327   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7389273830708760E-01
         1        328   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6565320994678996E-01
         1        329   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7389325664478991E-01
         1        330   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6572497761760381E-01
         1        331   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7380136782996888E-01
         1        332   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7388242298286197E-01
         1        333   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7373885319342303E-01
         1        334   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6558884130447822E-01
         1        335   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7378538734858190E-01
         1        336   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7390571320773623E-01
         1        337   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6541111214539607E-01
         1        338   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7402369148269223E-01
         1        339   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7372746440854578E-01
         1        340   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6559686605999003E-01
         1        341   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7391031862215842E-01
         1        342   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6578733898922117E-01
         1        343   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7374499897169549E-01
         1        344   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7379145867944618E-01
         1        345   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6540369763246339E-01
         1        346   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7389769602412977E-01
         1        347   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7390779487942151E-01
         1        348   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6517143156163884E-01
         1        349   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7380672270273478E-01
         1        350   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7406180271681368E-01
         1        351   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6545171793464620E-01
         1        352   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7375000545439448E-01
         1        353   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7404972594974938E-01
         1        354   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7399284166063464E-01
         1        355   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6515600454544200E-01
         1        356   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7405845724228136E-01
         1        357   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6543800050371061E-01
         1        358   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7404849583445062E-01
         1        359   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6589961511554669E-01
         1        360   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7363941663674531E-01
         1        361   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7383704599209726E-01
         1        362   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6544533065885731E-01
         1        363   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7396300592954236E-01
         1        364   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7387027484566359E-01
         1        365   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7400262917499915E-01
         1        366   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6566251102030695E-01
         1        367   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7382060654916481E-01
         1        368   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6546233604443212E-01
         1        369   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7399080480629844E-01
         1        370   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7379826991822572E-01
         1        371   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6516577331067007E-01
         1        372   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7411599764266342E-01
         1        373   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7388129833114496E-01
         1        374   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7378177648346235E-01
         1        375   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7369772141869291E-01
         1        376   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6579335834920945E-01
         1        377   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7372349088769942E-01
         1        378   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7386880508563915E-01
         1        379   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6562454943436923E-01
         1        380   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7379803407378316E-01
         1        381   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7380354323266664E-01
         1        382   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6529037122986835E-01
         1        383   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7403971523727516E-01
         1        384   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7388926576937658E-01
